planName,skillLevel,goal,equipment,durationMinutes,focus,exercises
Intermediate Endurance Plan #893,Intermediate,Endurance,Kettlebell,35,Endurance,Pool Swimming;Long Distance Running;Bike Riding;Rowing Machine;Jogging
Pro Stamina Plan #894,Pro,Stamina,None,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Pro Power Plan #895,Pro,Power,Gym,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Power Plan #896,Intermediate,Power,Gym,30,Power,Broad Jumps;Power Cleans;Explosive Lunges;Plyometric Push-ups;Jumping Burpees
Beginner Power Plan #897,Beginner,Power,Gym,20,Power,Plyometric Lunges;Arm Circles;Leg Swings;Single Leg Hops
Beginner Endurance Plan #898,Beginner,Endurance,None,40,Endurance,Outdoor Running;Steady State Running;Walking;Neck Rolls
Intermediate Fat Loss Plan #899,Intermediate,Fat Loss,None,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Beginner Fat Loss Plan #900,Beginner,Fat Loss,Gym,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Intermediate Power Plan #901,Intermediate,Power,Kettlebell,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Beginner Power Plan #902,Beginner,Power,None,20,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Intermediate Power Plan #903,Intermediate,Power,Kettlebell,40,Power,Box Jumps;Explosive Lunges;Thruster Jumps;Tuck Jumps;Plyometric Lunges
Beginner Stamina Plan #904,Beginner,Stamina,None,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Beginner Stamina Plan #905,Beginner,Stamina,None,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Intermediate Power Plan #906,Intermediate,Power,Gym,35,Power,Tuck Jumps;Plyometric Lunges;Jumping Jacks;Plyometric Push-ups;Clapping Push-ups
Beginner Endurance Plan #907,Beginner,Endurance,None,30,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Endurance Plan #908,Intermediate,Endurance,None,30,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Power Plan #909,Intermediate,Power,None,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Endurance Plan #910,Intermediate,Endurance,None,15,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Stamina Plan #911,Intermediate,Stamina,Gym,30,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Endurance Plan #912,Beginner,Endurance,Kettlebell,30,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Beginner Power Plan #913,Beginner,Power,Gym,30,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Pro Endurance Plan #914,Pro,Endurance,None,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Endurance Plan #915,Pro,Endurance,Kettlebell,25,Endurance,Torso Twists;Neck Rolls;Walking;Cross Trainer;Leg Swings
Intermediate Endurance Plan #916,Intermediate,Endurance,Gym,40,Endurance,Outdoor Running;Torso Twists;Neck Rolls;Rowing Machine;Cycling Sprints;Steady State Running
Pro Power Plan #917,Pro,Power,None,15,Power,Thruster Jumps;Arm Circles;Wall Ball Throws;Clapping Push-ups;Power Cleans;Kettlebell Swings
Intermediate Power Plan #918,Intermediate,Power,None,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Pro Power Plan #919,Pro,Power,Kettlebell,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Power Plan #920,Intermediate,Power,Gym,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Pro Fat Loss Plan #921,Pro,Fat Loss,Gym,35,Fat Loss,Weighted Burpees;Assault Bike Sprints;Mountain Climbers;Burpees;Sprint Intervals
Beginner Stamina Plan #922,Beginner,Stamina,Kettlebell,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Pro Power Plan #923,Pro,Power,None,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Beginner Stamina Plan #924,Beginner,Stamina,None,40,Stamina,Arm Circles;Tabata Intervals;CrossFit WOD;EMOM Workouts
Pro Power Plan #925,Pro,Power,None,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Endurance Plan #926,Intermediate,Endurance,None,35,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Pro Endurance Plan #927,Pro,Endurance,Kettlebell,15,Endurance,Swimming Laps;Elliptical Trainer;Cross Trainer;Brisk Walking;Rowing Intervals;Walking
Intermediate Power Plan #928,Intermediate,Power,None,30,Power,Plyometric Lunges;Power Cleans;Box Jumps;Kettlebell Swings;Tuck Jumps;Dumbbell Snatches
Pro Power Plan #929,Pro,Power,Kettlebell,15,Power,Wall Ball Throws;Broad Jumps;Jumping Jacks;Explosive Lunges;Jump Squats
Intermediate Endurance Plan #930,Intermediate,Endurance,Kettlebell,20,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Beginner Power Plan #931,Beginner,Power,None,40,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Intermediate Stamina Plan #932,Intermediate,Stamina,Gym,30,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Intermediate Fat Loss Plan #933,Intermediate,Fat Loss,Gym,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Intermediate Endurance Plan #934,Intermediate,Endurance,Kettlebell,25,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Pro Stamina Plan #935,Pro,Stamina,None,40,Stamina,Stair Running;Swimming Intervals;AMRAP Workouts;Tabata Intervals;Full Body Circuit;Assault Bike
Beginner Stamina Plan #936,Beginner,Stamina,Kettlebell,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Pro Fat Loss Plan #937,Pro,Fat Loss,Kettlebell,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Pro Endurance Plan #938,Pro,Endurance,None,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Intermediate Power Plan #939,Intermediate,Power,Kettlebell,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Beginner Fat Loss Plan #940,Beginner,Fat Loss,Gym,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Endurance Plan #941,Pro,Endurance,None,25,Endurance,Jump Rope;Treadmill Running;Leg Swings;Steady State Running;Cross Trainer
Beginner Stamina Plan #942,Beginner,Stamina,Kettlebell,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Beginner Stamina Plan #943,Beginner,Stamina,Kettlebell,40,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Intermediate Endurance Plan #944,Intermediate,Endurance,Kettlebell,35,Endurance,Jumping Jacks;Swimming;Outdoor Running;Steady State Running;Stair Climber
Intermediate Stamina Plan #945,Intermediate,Stamina,Kettlebell,25,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Intermediate Power Plan #946,Intermediate,Power,None,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Beginner Stamina Plan #947,Beginner,Stamina,Kettlebell,15,Stamina,AMRAP Workouts;Stair Running;Shuttle Runs;Assault Bike
Intermediate Power Plan #948,Intermediate,Power,Gym,25,Power,Jumping Jacks;Wall Ball Throws;Single Leg Hops;Burpees;Thruster Jumps;Kettlebell Swings
Intermediate Power Plan #949,Intermediate,Power,Gym,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Endurance Plan #950,Intermediate,Endurance,Kettlebell,35,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Beginner Stamina Plan #951,Beginner,Stamina,Gym,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Beginner Fat Loss Plan #952,Beginner,Fat Loss,Gym,15,Fat Loss,HIIT Sprints;Power Snatches;Jumping Jacks;Burpees
Beginner Power Plan #953,Beginner,Power,Gym,40,Power,Single Leg Hops;Dumbbell Snatches;Tuck Jumps;Arm Circles;Plyometric Lunges
Pro Power Plan #954,Pro,Power,Gym,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Power Plan #955,Intermediate,Power,None,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Stamina Plan #956,Intermediate,Stamina,None,15,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Fat Loss Plan #957,Beginner,Fat Loss,Kettlebell,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Power Plan #958,Pro,Power,Kettlebell,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Beginner Power Plan #959,Beginner,Power,Gym,30,Power,Wall Ball Throws;Dumbbell Snatches;Tuck Jumps;Single Leg Hops
Pro Stamina Plan #960,Pro,Stamina,Gym,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Intermediate Power Plan #961,Intermediate,Power,Gym,20,Power,Jumping Jacks;Burpees;Leg Swings;Thruster Jumps;Plyometric Push-ups;Clapping Push-ups
Intermediate Power Plan #962,Intermediate,Power,Gym,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Pro Stamina Plan #963,Pro,Stamina,Kettlebell,35,Stamina,Interval Running;Rowing Intervals;Shuttle Runs;Fartlek Training;Stair Running;Arm Circles
Beginner Stamina Plan #964,Beginner,Stamina,Kettlebell,40,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Pro Fat Loss Plan #965,Pro,Fat Loss,Kettlebell,30,Fat Loss,Sprint Burpees;HIIT Sprints;Jumping Jacks;Arm Circles;Mountain Climbers
Intermediate Power Plan #966,Intermediate,Power,None,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Beginner Stamina Plan #967,Beginner,Stamina,None,40,Stamina,AMRAP Workouts;Tabata Intervals;Fartlek Training;Swimming Intervals;Assault Bike
Pro Fat Loss Plan #968,Pro,Fat Loss,Gym,30,Fat Loss,Arm Circles;High Knees;Jumping Jacks;HIIT Sprints;Intense Battle Ropes;Battle Ropes
Intermediate Power Plan #969,Intermediate,Power,Kettlebell,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Pro Endurance Plan #970,Pro,Endurance,Gym,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Endurance Plan #971,Pro,Endurance,Gym,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Beginner Stamina Plan #972,Beginner,Stamina,None,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Intermediate Stamina Plan #973,Intermediate,Stamina,None,15,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Intermediate Fat Loss Plan #974,Intermediate,Fat Loss,None,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Beginner Stamina Plan #975,Beginner,Stamina,Gym,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Pro Endurance Plan #976,Pro,Endurance,None,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Beginner Stamina Plan #977,Beginner,Stamina,Gym,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Beginner Power Plan #978,Beginner,Power,Kettlebell,20,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Intermediate Fat Loss Plan #979,Intermediate,Fat Loss,Kettlebell,30,Fat Loss,Leg Swings;Arm Circles;Mountain Climbers;Sprint Intervals;Battle Ropes;Burpees
Beginner Power Plan #980,Beginner,Power,None,15,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Pro Power Plan #981,Pro,Power,Kettlebell,35,Power,Thruster Jumps;Kettlebell Swings;Single Leg Hops;Jumping Jacks;Arm Circles;Burpees
Pro Power Plan #982,Pro,Power,None,20,Power,Jumping Jacks;Arm Circles;Thruster Jumps;Clapping Push-ups;Burpees
Intermediate Fat Loss Plan #983,Intermediate,Fat Loss,Gym,25,Fat Loss,Rowing Sprints;Weighted Burpees;High Knees;Jumping Jacks;Battle Ropes;Mountain Climbers
Beginner Endurance Plan #984,Beginner,Endurance,Kettlebell,15,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Power Plan #985,Intermediate,Power,Gym,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Endurance Plan #986,Intermediate,Endurance,None,15,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Stamina Plan #987,Intermediate,Stamina,None,40,Stamina,Jumping Jacks;Leg Swings;Cycling Intervals;Full Body Circuit;CrossFit WOD
Pro Endurance Plan #988,Pro,Endurance,None,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Fat Loss Plan #989,Pro,Fat Loss,Gym,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Intermediate Stamina Plan #990,Intermediate,Stamina,None,15,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Fat Loss Plan #991,Beginner,Fat Loss,None,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Fat Loss Plan #992,Pro,Fat Loss,Kettlebell,40,Fat Loss,Leg Swings;Burpees;Intense Battle Ropes;Sprint Intervals;Kettlebell Swings;Weighted Burpees
Intermediate Power Plan #993,Intermediate,Power,Kettlebell,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Fat Loss Plan #994,Intermediate,Fat Loss,None,35,Fat Loss,Weighted Burpees;HIIT Sprints;Assault Bike Sprints;Jumping Jacks;Power Snatches;Sprint Intervals
Intermediate Stamina Plan #995,Intermediate,Stamina,Kettlebell,40,Stamina,Rowing Intervals;Fartlek Training;Jumping Jacks;Tabata Intervals;Shuttle Runs;Swimming Intervals
Beginner Endurance Plan #996,Beginner,Endurance,Kettlebell,40,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Beginner Stamina Plan #997,Beginner,Stamina,Gym,30,Stamina,Leg Swings;Fartlek Training;Circuit Training;Rowing Intervals
Intermediate Stamina Plan #998,Intermediate,Stamina,Gym,40,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Intermediate Stamina Plan #999,Intermediate,Stamina,Kettlebell,15,Stamina,Jumping Jacks;Arm Circles;Interval Running;Rowing Intervals;AMRAP Workouts
Intermediate Power Plan #1000,Intermediate,Power,Kettlebell,20,Power,Plyometric Push-ups;Jumping Burpees;Single Leg Hops;Jump Squats;Box Jumps
